,step,proposed,current,best
0,0,0.4616152954108121,0.4616152954108121,0.4616152954108121
1,1,0.43279963933444404,0.43279963933444404,0.43279963933444404
2,2,0.39388852402826907,0.39388852402826907,0.39388852402826907
3,3,0.3300114798150007,0.3300114798150007,0.3300114798150007
4,4,0.3787610723495771,0.3300114798150007,0.3300114798150007
5,5,0.3382430785707634,0.3300114798150007,0.3300114798150007
6,6,0.4479750088077856,0.3300114798150007,0.3300114798150007
7,7,0.3554839383798434,0.3300114798150007,0.3300114798150007
8,8,0.340001932158657,0.3300114798150007,0.3300114798150007
9,9,0.37284451158589654,0.3300114798150007,0.3300114798150007
10,10,0.3312343907234996,0.3300114798150007,0.3300114798150007
11,11,0.3585149639295528,0.3300114798150007,0.3300114798150007
12,12,0.31898598947926227,0.31898598947926227,0.31898598947926227
13,13,0.31148279196773687,0.31148279196773687,0.31148279196773687
14,14,0.2928109066089475,0.2928109066089475,0.2928109066089475
15,15,0.3608410723495772,0.2928109066089475,0.2928109066089475
16,16,0.27022074086831777,0.27022074086831777,0.27022074086831777
17,17,0.30274332029555734,0.27022074086831777,0.27022074086831777
18,18,0.2949670910131361,0.27022074086831777,0.27022074086831777
19,19,0.30525405924224025,0.27022074086831777,0.27022074086831777
20,20,0.3219668044101094,0.27022074086831777,0.27022074086831777
21,21,0.30186160067739765,0.27022074086831777,0.27022074086831777
22,22,0.2956025053647102,0.27022074086831777,0.27022074086831777
23,23,0.2965827470895041,0.27022074086831777,0.27022074086831777
24,24,0.36860947359381446,0.27022074086831777,0.27022074086831777
25,25,0.40472804057868134,0.27022074086831777,0.27022074086831777
26,26,0.28509405924224024,0.27022074086831777,0.27022074086831777
27,27,0.29261520565434673,0.27022074086831777,0.27022074086831777
28,28,0.3814789763719254,0.27022074086831777,0.27022074086831777
29,29,0.3819923845023133,0.27022074086831777,0.27022074086831777
30,30,0.3393273776161627,0.27022074086831777,0.27022074086831777
31,31,0.5918432754173247,0.27022074086831777,0.27022074086831777
32,32,0.30037348603618697,0.27022074086831777,0.27022074086831777
33,33,0.37436947359381434,0.27022074086831777,0.27022074086831777
34,34,0.35225721187553305,0.27022074086831777,0.27022074086831777
35,35,0.46065110345550864,0.27022074086831777,0.27022074086831777
36,36,0.27915725675376574,0.27022074086831777,0.27022074086831777
37,37,0.3747198361810052,0.27022074086831777,0.27022074086831777
38,38,0.2693491421125552,0.2693491421125552,0.2693491421125552
39,39,0.32454475331069044,0.2693491421125552,0.2693491421125552
40,40,0.27527582373863263,0.2693491421125552,0.2693491421125552
41,41,0.3667129577083666,0.2693491421125552,0.2693491421125552
42,42,0.46373921809671936,0.2693491421125552,0.2693491421125552
43,43,0.29507114833374143,0.2693491421125552,0.2693491421125552
44,44,0.3056265626853156,0.2693491421125552,0.2693491421125552
45,45,0.3011723396240805,0.2693491421125552,0.2693491421125552
46,46,0.2710218872804243,0.2693491421125552,0.2693491421125552
47,47,0.37945721187553294,0.2693491421125552,0.2693491421125552
48,48,0.31715114833374136,0.2693491421125552,0.2693491421125552
49,49,0.27153205302105404,0.2693491421125552,0.2693491421125552
50,50,0.2719169701507392,0.2693491421125552,0.2693491421125552
51,51,0.3941781614410783,0.2693491421125552,0.2693491421125552
52,52,0.27616537139497643,0.2693491421125552,0.2693491421125552
