,step,proposed,current,best
0,0,0.4765747222047589,0.4765747222047589,0.4765747222047589
1,1,0.43292947359381445,0.43292947359381445,0.43292947359381445
2,2,0.4347352954108122,0.43292947359381445,0.43292947359381445
3,3,0.4371958237386327,0.43292947359381445,0.43292947359381445
4,4,0.43596832718170797,0.43292947359381445,0.43292947359381445
5,5,0.36588049914352394,0.36588049914352394,0.36588049914352394
6,6,0.36459267110533994,0.36459267110533994,0.36459267110533994
7,7,0.3844404991435239,0.36459267110533994,0.36459267110533994
8,8,0.3195868492883422,0.3195868492883422,0.3195868492883422
9,9,0.3388227470895042,0.3195868492883422,0.3195868492883422
10,10,0.2967549639295528,0.2967549639295528,0.2967549639295528
11,11,0.34564221876168366,0.2967549639295528,0.2967549639295528
12,12,0.35900947359381447,0.2967549639295528,0.2967549639295528
13,13,0.48655315455492776,0.2967549639295528,0.2967549639295528
14,14,0.37131267110534,0.2967549639295528,0.2967549639295528
15,15,0.32847410412047295,0.2967549639295528,0.2967549639295528
16,16,0.34014512967018257,0.2967549639295528,0.2967549639295528
17,17,0.28402770909742203,0.28402770909742203,0.28402770909742203
18,18,0.3148259894792623,0.28402770909742203,0.28402770909742203
19,19,0.31302246048647747,0.28402770909742203,0.28402770909742203
20,20,0.2775963969446859,0.2775963969446859,0.2775963969446859
21,21,0.37184861378473455,0.2775963969446859,0.2775963969446859
22,22,0.36496193215865697,0.2775963969446859,0.2775963969446859
23,23,0.29176709101313614,0.2775963969446859,0.2775963969446859
24,24,0.2839393078531847,0.2775963969446859,0.2775963969446859
25,25,0.34504918699078785,0.2775963969446859,0.2775963969446859
26,26,0.2726297153186083,0.2726297153186083,0.2726297153186083
27,27,0.29321377263921367,0.2726297153186083,0.2726297153186083
28,28,0.5367148741730875,0.2726297153186083,0.2726297153186083
29,29,0.31373844804410495,0.2726297153186083,0.2726297153186083
30,30,0.2810279957004487,0.2726297153186083,0.2726297153186083
31,31,0.3180103334028942,0.2726297153186083,0.2726297153186083
32,32,0.2972954922573734,0.2726297153186083,0.2726297153186083
33,33,0.2723410274713445,0.2723410274713445,0.2723410274713445
34,34,0.2940517664180273,0.2723410274713445,0.2723410274713445
35,35,0.3779299570434022,0.2723410274713445,0.2723410274713445
36,36,0.26430188728042425,0.26430188728042425,0.26430188728042425
37,37,0.33377549225737324,0.26430188728042425,0.26430188728042425
38,38,0.27571782995981897,0.26430188728042425,0.26430188728042425
39,39,0.33076012278403183,0.26430188728042425,0.26430188728042425
40,40,0.35882484306715584,0.26430188728042425,0.26430188728042425
41,41,0.402481555799165,0.26430188728042425,0.26430188728042425
