,step,proposed,current,best
0,0,0.4645031234489961,0.4645031234489961,0.4645031234489961
1,1,0.4699587795253643,0.4645031234489961,0.4645031234489961
2,2,0.4355834100520229,0.4355834100520229,0.4355834100520229
3,3,0.3843207857465505,0.3843207857465505,0.3843207857465505
4,4,0.34608976019684107,0.34608976019684107,0.34608976019684107
5,5,0.3709581165628456,0.34608976019684107,0.34608976019684107
6,6,0.38220049914352394,0.34608976019684107,0.34608976019684107
7,7,0.36275782995981887,0.34608976019684107,0.34608976019684107
8,8,0.35923324431139314,0.34608976019684107,0.34608976019684107
9,9,0.3279404542652912,0.3279404542652912,0.3279404542652912
10,10,0.32453004679986763,0.32453004679986763,0.32453004679986763
11,11,0.3101401676622646,0.3101401676622646,0.3101401676622646
12,12,0.3161004542652912,0.3101401676622646,0.3101401676622646
13,13,0.441537211875533,0.3101401676622646,0.3101401676622646
14,14,0.34161205302105396,0.3101401676622646,0.3101401676622646
15,15,0.49368938383734895,0.3101401676622646,0.3101401676622646
16,16,0.3246285689065019,0.3101401676622646,0.3101401676622646
17,17,0.37357844804410484,0.3101401676622646,0.3101401676622646
18,18,0.3346425053647102,0.3101401676622646,0.3101401676622646
19,19,0.3276025053647102,0.3101401676622646,0.3101401676622646
20,20,0.3662465178070829,0.3101401676622646,0.3101401676622646
21,21,0.3071639383798433,0.3071639383798433,0.3071639383798433
22,22,0.3313821738834508,0.3071639383798433,0.3071639383798433
23,23,0.3873094287155817,0.3071639383798433,0.3071639383798433
24,24,0.3725770150289719,0.3071639383798433,0.3071639383798433
25,25,0.37270455646412926,0.3071639383798433,0.3071639383798433
26,26,0.31524680441010955,0.3071639383798433,0.3071639383798433
27,27,0.3622173016319985,0.3071639383798433,0.3071639383798433
28,28,0.40740775397565476,0.3071639383798433,0.3071639383798433
29,29,0.29304479818892315,0.29304479818892315,0.29304479818892315
30,30,0.31583525053257944,0.29304479818892315,0.29304479818892315
31,31,0.28305988105923796,0.28305988105923796,0.28305988105923796
32,32,0.2878833651737901,0.28305988105923796,0.28305988105923796
33,33,0.3376422187616837,0.28305988105923796,0.28305988105923796
34,34,0.3585048430671558,0.28305988105923796,0.28305988105923796
35,35,0.3873048430671558,0.28305988105923796,0.28305988105923796
36,36,0.3052752505325794,0.28305988105923796,0.28305988105923796
37,37,0.33362541627320913,0.28305988105923796,0.28305988105923796
38,38,0.391176155219892,0.28305988105923796,0.28305988105923796
39,39,0.28649147981500067,0.28305988105923796,0.28305988105923796
40,40,0.28439926297495205,0.28305988105923796,0.28305988105923796
41,41,0.3811364418229185,0.28305988105923796,0.28305988105923796
42,42,0.37507114833374133,0.28305988105923796,0.28305988105923796
43,43,0.30454914211255507,0.28305988105923796,0.28305988105923796
44,44,0.2859108617307148,0.28305988105923796,0.28305988105923796
45,45,0.3593451296701825,0.28305988105923796,0.28305988105923796
46,46,0.34963324431139314,0.28305988105923796,0.28305988105923796
47,47,0.3446173016319984,0.28305988105923796,0.28305988105923796
48,48,0.306419881059238,0.28305988105923796,0.28305988105923796
49,49,0.31425549225737337,0.28305988105923796,0.28305988105923796
50,50,0.2786784031658722,0.2786784031658722,0.2786784031658722
0,51,0.4742228368459696,0.4742228368459696,0.4742228368459696
1,52,0.39307267110533983,0.39307267110533983,0.39307267110533983
2,53,0.46844718076960157,0.39307267110533983,0.39307267110533983
3,54,0.32216250536471025,0.32216250536471025,0.32216250536471025
4,55,0.26758016766226467,0.26758016766226467,0.26758016766226467
5,56,0.41324832718170795,0.26758016766226467,0.26758016766226467
6,57,0.2711885689065019,0.26758016766226467,0.26758016766226467
7,58,0.39852832718170794,0.26758016766226467,0.26758016766226467
8,59,0.40163209789928667,0.26758016766226467,0.26758016766226467
9,60,0.3106503334028943,0.26758016766226467,0.26758016766226467
10,61,0.48142761934095657,0.26758016766226467,0.26758016766226467
11,62,0.31093902125015815,0.26758016766226467,0.26758016766226467
12,63,0.427999639334444,0.26758016766226467,0.26758016766226467
13,64,0.33681758823502506,0.26758016766226467,0.26758016766226467
14,65,0.28796393837984335,0.26758016766226467,0.26758016766226467
15,66,0.2669010274713444,0.2669010274713444,0.2669010274713444
16,67,0.2825105751276881,0.2669010274713444,0.2669010274713444
17,68,0.2887673776161627,0.2669010274713444,0.2669010274713444
18,69,0.28728479818892316,0.2669010274713444,0.2669010274713444
19,70,0.3556809825931117,0.2669010274713444,0.2669010274713444
20,71,0.7991116317833291,0.2669010274713444,0.2669010274713444
21,72,0.27885291283013386,0.2669010274713444,0.2669010274713444
22,73,0.6297096255621429,0.2669010274713444,0.2669010274713444
23,74,0.3164563520664532,0.2669010274713444,0.2669010274713444
24,75,0.43077558201383875,0.2669010274713444,0.2669010274713444
25,76,0.4256555820138388,0.2669010274713444,0.2669010274713444
26,77,0.41903181129626005,0.2669010274713444,0.2669010274713444
27,78,0.7449588866154602,0.2669010274713444,0.2669010274713444
28,79,0.6911183134094068,0.2669010274713444,0.2669010274713444
29,80,0.287237829959819,0.2669010274713444,0.2669010274713444
30,81,0.26931782995981896,0.2669010274713444,0.2669010274713444
31,82,0.44561110345550864,0.2669010274713444,0.2669010274713444
32,83,0.3390497601968411,0.2669010274713444,0.2669010274713444
33,84,0.30701520565434676,0.2669010274713444,0.2669010274713444
34,85,0.33765004679986765,0.2669010274713444,0.2669010274713444
35,86,0.3004798361810053,0.2669010274713444,0.2669010274713444
36,87,0.36910532651674366,0.2669010274713444,0.2669010274713444
37,88,0.3355454162732091,0.2669010274713444,0.2669010274713444
38,89,0.3826245564641293,0.2669010274713444,0.2669010274713444
39,90,0.3160322947458479,0.2669010274713444,0.2669010274713444
40,91,0.3206398361810054,0.2669010274713444,0.2669010274713444
41,92,0.2987946773265262,0.2669010274713444,0.2669010274713444
42,93,0.29562274708950415,0.2669010274713444,0.2669010274713444
43,94,0.2761239383798433,0.2669010274713444,0.2669010274713444
44,95,1.0703698672869368,0.2669010274713444,0.2669010274713444
45,96,1.0706820392487528,0.2669010274713444,0.2669010274713444
46,97,0.848375975706961,0.2669010274713444,0.2669010274713444
47,98,0.2924674224943954,0.2669010274713444,0.2669010274713444
48,99,0.29866713589136873,0.2669010274713444,0.2669010274713444
49,100,0.314747709097422,0.2669010274713444,0.2669010274713444
50,101,0.540156593791247,0.2669010274713444,0.2669010274713444
0,102,0.4717668941665748,0.4717668941665748,0.4717668941665748
1,103,0.45243935273141744,0.45243935273141744,0.45243935273141744
2,104,0.41528021254049735,0.41528021254049735,0.41528021254049735
3,105,0.2857575433567924,0.2857575433567924,0.2857575433567924
4,106,0.3372338175174464,0.2857575433567924,0.2857575433567924
5,107,0.2923633651737901,0.2857575433567924,0.2857575433567924
6,108,0.3148025053647102,0.2857575433567924,0.2857575433567924
7,109,0.2810224604864775,0.2810224604864775,0.2810224604864775
8,110,0.28807028852466154,0.2810224604864775,0.2810224604864775
9,111,0.29623926297495207,0.2810224604864775,0.2810224604864775
10,112,0.2705563969446859,0.2705563969446859,0.2705563969446859
11,113,0.3163711932119741,0.2705563969446859,0.2705563969446859
12,114,0.2839471358913688,0.2705563969446859,0.2705563969446859
13,115,0.3190241801046372,0.2705563969446859,0.2705563969446859
14,116,0.27354045426529117,0.2705563969446859,0.2705563969446859
15,117,0.36066561311977025,0.2705563969446859,0.2705563969446859
16,118,0.2970436517768167,0.2705563969446859,0.2705563969446859
17,119,0.356904843067156,0.2705563969446859,0.2705563969446859
18,120,0.34920918699078785,0.2705563969446859,0.2705563969446859
19,121,0.29133520565434673,0.2705563969446859,0.2705563969446859
20,122,0.2691981165628456,0.2691981165628456,0.2691981165628456
21,123,0.2863561103416593,0.2691981165628456,0.2691981165628456
22,124,0.33083381751744634,0.2691981165628456,0.2691981165628456
23,125,0.3069917215397946,0.2691981165628456,0.2691981165628456
24,126,0.30351868976889884,0.2691981165628456,0.2691981165628456
25,127,0.2907343458452669,0.2691981165628456,0.2691981165628456
26,128,0.33360193215865697,0.2691981165628456,0.2691981165628456
27,129,0.281772053021054,0.2691981165628456,0.2691981165628456
28,130,0.3141155371356061,0.2691981165628456,0.2691981165628456
29,131,0.30443954957797864,0.2691981165628456,0.2691981165628456
30,132,0.3255862760822889,0.2691981165628456,0.2691981165628456
31,133,0.29417147981500075,0.2691981165628456,0.2691981165628456
32,134,0.31656823742524254,0.2691981165628456,0.2691981165628456
33,135,0.6001812243179057,0.2691981165628456,0.2691981165628456
34,136,0.2695024604864775,0.2691981165628456,0.2691981165628456
35,137,0.37140890038776114,0.2691981165628456,0.2691981165628456
36,138,0.8215038037451451,0.2691981165628456,0.2691981165628456
37,139,0.27940680441010946,0.2691981165628456,0.2691981165628456
38,140,0.2802682823034752,0.2691981165628456,0.2691981165628456
39,141,0.2744926262271072,0.2691981165628456,0.2691981165628456
40,142,0.26510856890650186,0.26510856890650186,0.26510856890650186
41,143,0.2689563969446859,0.26510856890650186,0.26510856890650186
42,144,0.2891163969446859,0.26510856890650186,0.26510856890650186
43,145,0.2924361103416593,0.26510856890650186,0.26510856890650186
44,146,0.30924737761616267,0.26510856890650186,0.26510856890650186
45,147,0.2646453713949764,0.2646453713949764,0.2646453713949764
46,148,0.3056265626853156,0.2646453713949764,0.2646453713949764
47,149,0.2973871358913688,0.2646453713949764,0.2646453713949764
48,150,0.37751238450231334,0.2646453713949764,0.2646453713949764
