,step,loss,loss_dpo
148,149.0,0.72514445,0.72514445
149,150.0,0.6932799,0.6932799
150,151.0,0.69162506,0.69162506
151,152.0,0.7938587,0.7938587
152,153.0,0.5028976,0.5028976
153,154.0,0.6489084,0.6489084
154,155.0,0.507889,0.507889
155,156.0,0.56650615,0.56650615
156,157.0,0.54681873,0.54681873
157,158.0,0.69096655,0.69096655
158,159.0,0.59743595,0.59743595
159,160.0,0.767276,0.767276
160,161.0,0.5662449,0.5662449
161,162.0,0.54809374,0.54809374
162,163.0,0.3954238,0.3954238
163,164.0,0.590741,0.590741
164,165.0,0.55902576,0.55902576
165,166.0,0.5875859,0.5875859
166,167.0,0.3793958,0.3793958
167,168.0,0.5347941,0.5347941
168,169.0,0.7479399,0.7479399
169,170.0,0.8562045,0.8562045
170,171.0,0.56643283,0.56643283
171,172.0,0.30856773,0.30856773
172,173.0,0.7932358,0.7932358
173,174.0,0.503939,0.503939
174,175.0,0.659331,0.659331
175,176.0,0.71466994,0.71466994
176,177.0,0.39189324,0.39189324
177,178.0,0.66962004,0.66962004
178,179.0,0.5775905,0.5775905
179,180.0,0.51468074,0.51468074
180,181.0,0.6183631,0.6183631
181,182.0,0.51111776,0.51111776
182,183.0,0.45251545,0.45251545
183,184.0,0.6678057,0.6678057
184,185.0,0.54748356,0.54748356
185,186.0,0.63015217,0.63015217
186,187.0,0.3518672,0.3518672
187,188.0,0.5753177,0.5753177
188,189.0,0.59115714,0.59115714
189,190.0,0.82938784,0.82938784
190,191.0,0.54678744,0.54678744
191,192.0,0.4342502,0.4342502
192,193.0,0.37337494,0.37337494
193,194.0,0.5106934,0.5106934
194,195.0,0.66899556,0.66899556
195,196.0,0.54141927,0.54141927
196,197.0,0.49369296,0.49369296
197,198.0,0.57756656,0.57756656
198,199.0,0.7388429,0.7388429
199,200.0,0.5623996,0.5623996
200,201.0,0.68660146,0.68660146
201,202.0,0.5339296,0.5339296
202,203.0,0.6557582,0.6557582
203,204.0,0.26626375,0.26626375
204,205.0,0.512863,0.512863
205,206.0,0.9276865,0.9276865
206,207.0,0.51916856,0.51916856
207,208.0,0.43918034,0.43918034
208,209.0,0.41422412,0.41422412
209,210.0,0.76405627,0.76405627
210,211.0,0.52339935,0.52339935
211,212.0,0.5634826,0.5634826
212,213.0,0.5208738,0.5208738
213,214.0,1.0166124,1.0166124
214,215.0,0.57375723,0.57375723
215,216.0,0.6539105,0.6539105
216,217.0,0.50848204,0.50848204
217,218.0,0.49401167,0.49401167
218,219.0,0.6770912,0.6770912
219,220.0,0.555345,0.555345
220,221.0,0.47795758,0.47795758
221,222.0,0.602264,0.602264
222,223.0,0.7945455,0.7945455
223,224.0,0.46198693,0.46198693
224,225.0,0.8076144,0.8076144
225,226.0,0.7767208,0.7767208
226,227.0,0.6589605,0.6589605
227,228.0,0.5167208,0.5167208
228,229.0,0.7012035,0.7012035
229,230.0,0.5292987,0.5292987
230,231.0,0.48128998,0.48128998
231,232.0,0.7102508,0.7102508
232,233.0,0.5147774,0.5147774
233,234.0,0.5479694,0.5479694
234,235.0,0.3917748,0.3917748
235,236.0,0.61456364,0.61456364
236,237.0,0.654577,0.654577
237,238.0,0.5284112,0.5284112
238,239.0,0.90159386,0.90159386
239,240.0,0.5516012,0.5516012
240,241.0,0.47153088,0.47153088
241,242.0,0.54951817,0.54951817
242,243.0,0.580635,0.580635
243,244.0,0.7536877,0.7536877
244,245.0,0.56853694,0.56853694
245,246.0,0.5772756,0.5772756
246,247.0,0.63133377,0.63133377
247,248.0,0.4661672,0.4661672
248,249.0,0.59679914,0.59679914
249,250.0,0.6469539,0.6469539
250,251.0,0.5856639,0.5856639
251,252.0,0.52037007,0.52037007
252,253.0,0.54182845,0.54182845
253,254.0,0.37074515,0.37074515
254,255.0,0.5381599,0.5381599
255,256.0,0.49962273,0.49962273
256,257.0,0.77890444,0.77890444
257,258.0,0.665387,0.665387
258,259.0,0.46972772,0.46972772
259,260.0,0.4849532,0.4849532
260,261.0,0.45144653,0.45144653
261,262.0,0.89647704,0.89647704
262,263.0,0.490858,0.490858
263,264.0,0.5768321,0.5768321
264,265.0,0.36163104,0.36163104
265,266.0,0.41797101,0.41797101
266,267.0,0.7373298,0.7373298
267,268.0,0.64012307,0.64012307
268,269.0,0.8182315,0.8182315
269,270.0,0.47388825,0.47388825
270,271.0,0.6499092,0.6499092
271,272.0,0.66817504,0.66817504
272,273.0,0.52125347,0.52125347
273,274.0,0.6152276,0.6152276
274,275.0,0.50248295,0.50248295
275,276.0,0.30456692,0.30456692
276,277.0,0.6393612,0.6393612
277,278.0,0.55579823,0.55579823
278,279.0,0.38668907,0.38668907
279,280.0,0.87416536,0.87416536
280,281.0,0.8195915,0.8195915
281,282.0,0.7803862,0.7803862
282,283.0,0.46719226,0.46719226
283,284.0,0.67837304,0.67837304
284,285.0,0.5132093,0.5132093
285,286.0,0.5964326,0.5964326
286,287.0,0.6255243,0.6255243
287,288.0,0.6714094,0.6714094
288,289.0,0.51306367,0.51306367
289,290.0,0.90226334,0.90226334
290,291.0,0.48941657,0.48941657
291,292.0,0.6259225,0.6259225
292,293.0,0.50425655,0.50425655
293,294.0,0.5297546,0.5297546
294,295.0,0.55308443,0.55308443
295,296.0,0.7942088,0.7942088
296,297.0,0.40999827,0.40999827
297,298.0,0.4277481,0.4277481
298,299.0,0.5211244,0.5211244
299,300.0,0.5924428,0.5924428
300,301.0,0.7766762,0.7766762
301,302.0,0.6092688,0.6092688
302,303.0,0.5740226,0.5740226
303,304.0,0.5297111,0.5297111
304,305.0,0.3818914,0.3818914
305,306.0,0.48650503,0.48650503
306,307.0,0.68416196,0.68416196
307,308.0,0.2667676,0.2667676
308,309.0,0.40757036,0.40757036
309,310.0,0.66606253,0.66606253
310,311.0,0.7209938,0.7209938
311,312.0,0.4270688,0.4270688
312,313.0,0.3422259,0.3422259
313,314.0,0.50480175,0.50480175
314,315.0,0.53870255,0.53870255
315,316.0,0.46898177,0.46898177
316,317.0,0.35833135,0.35833135
317,318.0,0.5025774,0.5025774
318,319.0,0.5255821,0.5255821
319,320.0,0.3585068,0.3585068
320,321.0,1.0470867,1.0470867
321,322.0,0.82525665,0.82525665
322,323.0,0.8220272,0.8220272
323,324.0,0.5678665,0.5678665
324,325.0,0.5304249,0.5304249
325,326.0,0.48085412,0.48085412
326,327.0,0.44182137,0.44182137
327,328.0,0.62665176,0.62665176
328,329.0,0.824218,0.824218
329,330.0,1.315699,1.315699
330,331.0,0.5615365,0.5615365
331,332.0,0.3930719,0.3930719
332,333.0,0.79848343,0.79848343
333,334.0,0.66702956,0.66702956
334,335.0,0.5774697,0.5774697
335,336.0,0.48826766,0.48826766
336,337.0,0.5580869,0.5580869
337,338.0,0.63423854,0.63423854
338,339.0,0.5951393,0.5951393
339,340.0,0.6708143,0.6708143
