,step,loss,loss_dpo
782,783.0,0.65252835,0.65252835
783,784.0,0.7527321,0.7527321
784,785.0,0.6040213,0.6040213
785,786.0,0.5773123,0.5773123
786,787.0,0.4261963,0.4261963
787,788.0,0.59077567,0.59077567
788,789.0,0.67570186,0.67570186
789,790.0,0.458939,0.458939
790,791.0,0.5212443,0.5212443
791,792.0,0.4934639,0.4934639
792,793.0,0.59817654,0.59817654
793,794.0,0.59545857,0.59545857
794,795.0,0.50270176,0.50270176
795,796.0,0.49029124,0.49029124
796,797.0,0.40900835,0.40900835
797,798.0,0.45193467,0.45193467
798,799.0,0.45994654,0.45994654
799,800.0,0.6051229,0.6051229
800,801.0,0.7436468,0.7436468
801,802.0,0.6448173,0.6448173
802,803.0,0.7214119,0.7214119
803,804.0,0.68052393,0.68052393
804,805.0,0.35563886,0.35563886
805,806.0,0.43492153,0.43492153
806,807.0,0.52322644,0.52322644
807,808.0,0.57536215,0.57536215
808,809.0,0.60252863,0.60252863
809,810.0,0.4360696,0.4360696
810,811.0,0.6606228,0.6606228
811,812.0,0.40934762,0.40934762
812,813.0,0.54416627,0.54416627
813,814.0,0.52044415,0.52044415
814,815.0,0.326247,0.326247
815,816.0,0.55193996,0.55193996
816,817.0,0.7501421,0.7501421
817,818.0,0.44442114,0.44442114
818,819.0,0.66792583,0.66792583
819,820.0,0.4959205,0.4959205
820,821.0,0.4023712,0.4023712
821,822.0,0.5202883,0.5202883
822,823.0,0.46708456,0.46708456
823,824.0,0.42124295,0.42124295
