,no,time,energy
0,0,59.65475606918335,0.40782182039501624
1,1,59.86800575256348,0.41269392450451325
2,2,58.85117292404175,0.15245139168085242
3,3,61.584640979766846,0.7545558413219563
4,4,59.066680908203125,0.16522132765450667
5,5,60.89837408065796,0.7436096074824661
6,6,62.84444308280945,0.7599311700902884
7,7,59.06255316734314,0.1597992821011317
8,8,61.57639789581299,0.730759242087667
