,no,time,energy
0,0,60.3451042175293,0.7440198015402301
1,1,63.02311706542969,0.16917209287899473
2,2,62.84870791435242,0.7606546407644166
3,3,61.21837329864502,0.7518102002649512
4,4,63.709144830703735,0.7612560466651204
5,5,63.28917908668518,0.7447786802117243
6,6,64.25279307365417,0.7515268988601529
7,7,62.84568190574646,0.4296617576812542
8,8,65.16250801086426,0.15177024665507186
