,step,loss
266,267.0,0.15668938
267,268.0,0.2048298
268,269.0,0.13839342
269,270.0,0.095271915
270,271.0,0.3990431
271,272.0,0.4073711
272,273.0,0.28894088
273,274.0,0.06963934
274,275.0,0.257206
275,276.0,0.010360422
276,277.0,0.2947023
277,278.0,0.3843384
278,279.0,0.27808264
279,280.0,0.3358408
280,281.0,0.06207518
281,282.0,0.15908284
282,283.0,0.1643715
283,284.0,0.21546239
284,285.0,0.3160588
285,286.0,0.30007997
286,287.0,0.24248923
287,288.0,0.05486057
288,289.0,0.3107757
289,290.0,0.051684085
290,291.0,0.3324135
291,292.0,0.053878687
292,293.0,0.11668036
293,294.0,0.12819688
294,295.0,0.1723725
295,296.0,0.11914449
296,297.0,0.44756222
297,298.0,0.21018457
298,299.0,0.03807643
299,300.0,0.03674219
300,301.0,0.39662114
301,302.0,0.06686048
302,303.0,0.026814811
303,304.0,0.2698653
304,305.0,0.37001833
305,306.0,0.22963104
306,307.0,0.28570664
307,308.0,0.3882749
308,309.0,0.2003156
309,310.0,0.023643967
310,311.0,0.3579705
311,312.0,0.04024422
312,313.0,0.32392558
313,314.0,0.10549127
314,315.0,0.1567832
315,316.0,0.2134055
316,317.0,0.02861238
317,318.0,0.19037701
318,319.0,0.46198004
319,320.0,0.4948013
320,321.0,0.13257314
321,322.0,0.08310102
322,323.0,0.55774254
323,324.0,0.26236242
324,325.0,0.36539948
325,326.0,0.2669048
326,327.0,0.4797433
327,328.0,0.24370322
328,329.0,0.27591017
329,330.0,0.17402487
330,331.0,0.34131718
331,332.0,0.027311077
332,333.0,0.40846887
333,334.0,0.36155906
334,335.0,0.13175943
335,336.0,0.1655551
336,337.0,0.3768137
337,338.0,0.1389744
338,339.0,0.25231504
339,340.0,0.39055565
340,341.0,0.0697075
341,342.0,0.40237275
342,343.0,0.106718466
343,344.0,0.23189038
344,345.0,0.11069482
345,346.0,0.17910494
346,347.0,0.145421
347,348.0,0.16562063
348,349.0,0.41203555
349,350.0,0.1771624
350,351.0,0.13163199
351,352.0,0.1792367
352,353.0,0.10745814
353,354.0,0.43575576
354,355.0,0.35246155
355,356.0,0.2616835
356,357.0,0.3558159
357,358.0,0.042858224
358,359.0,0.40671942
359,360.0,0.21682493
360,361.0,0.41110322
361,362.0,0.37205276
362,363.0,0.22810404
363,364.0,0.090801395
364,365.0,0.15780893
365,366.0,0.30921042
366,367.0,0.20595515
367,368.0,0.16173686
368,369.0,0.17234561
369,370.0,0.21418734
370,371.0,0.260073
371,372.0,0.0625514
372,373.0,0.044679414
373,374.0,0.15279444
374,375.0,0.059181996
375,376.0,0.24803567
376,377.0,0.086999126
377,378.0,0.20581025
378,379.0,0.35490805
379,380.0,0.112198226
380,381.0,0.24119112
381,382.0,0.09204309
382,383.0,0.1949281
383,384.0,0.22063376
384,385.0,0.17367975
385,386.0,0.18074909
386,387.0,0.02865044
387,388.0,0.114043504
388,389.0,0.3274238
389,390.0,0.3626387
390,391.0,0.34023982
391,392.0,0.11464303
392,393.0,0.2179569
393,394.0,0.056790225
394,395.0,0.20149408
395,396.0,0.062088873
396,397.0,0.35775393
397,398.0,0.18058255
398,399.0,0.28230855
399,400.0,0.25122818
400,401.0,0.59054786
401,402.0,0.15336151
402,403.0,0.049846597
403,404.0,0.30179065
404,405.0,0.16087367
405,406.0,0.3575092
406,407.0,0.06434017
407,408.0,0.10489501
408,409.0,0.08237525
409,410.0,0.36283323
410,411.0,0.124271154
411,412.0,0.24200955
412,413.0,0.24026076
413,414.0,0.20133787
414,415.0,0.029831415
415,416.0,0.27998364
416,417.0,0.27015617
417,418.0,0.12426217
418,419.0,0.433677
419,420.0,0.31472516
420,421.0,0.15013894
421,422.0,0.4375241
422,423.0,0.23124035
423,424.0,0.30078644
424,425.0,0.39778107
425,426.0,0.31791955
426,427.0,0.10141738
427,428.0,0.45845178
428,429.0,0.09146004
429,430.0,0.54937965
430,431.0,0.37346303
431,432.0,0.36028185
432,433.0,0.09162471
433,434.0,0.16530433
434,435.0,0.14623705
435,436.0,0.20876479
436,437.0,0.22456096
437,438.0,0.13149363
438,439.0,0.19421954
439,440.0,0.4091841
440,441.0,0.14462133
441,442.0,0.07697419
442,443.0,0.20739505
443,444.0,0.34537384
444,445.0,0.17048645
445,446.0,0.25520092
446,447.0,0.21660349
447,448.0,0.10556408
448,449.0,0.31499535
449,450.0,0.30756605
450,451.0,0.14518435
451,452.0,0.12852244
452,453.0,0.13216847
453,454.0,0.29716858
454,455.0,0.26955116
455,456.0,0.21336322
456,457.0,0.36121133
457,458.0,0.078316905
458,459.0,0.24239297
459,460.0,0.086876206
460,461.0,0.3781128
461,462.0,0.090186104
462,463.0,0.36565563
463,464.0,0.19638231
464,465.0,0.5908296
465,466.0,0.1383582
466,467.0,0.35651794
467,468.0,0.23182148
468,469.0,0.12783979
469,470.0,0.48648202
470,471.0,0.14593405
471,472.0,0.2592283
472,473.0,0.08681206
473,474.0,0.23977806
474,475.0,0.1336518
475,476.0,0.08271477
476,477.0,0.14834316
477,478.0,0.16000095
478,479.0,0.31051457
479,480.0,0.13944285
480,481.0,0.3965157
481,482.0,0.28627348
482,483.0,0.19972648
483,484.0,0.3712867
484,485.0,0.2529236
485,486.0,0.34713146
486,487.0,0.05968917
487,488.0,0.042437248
488,489.0,0.34929588
489,490.0,0.38555956
490,491.0,0.037471123
491,492.0,0.23285712
492,493.0,0.04468729
493,494.0,0.20283473
494,495.0,0.37046358
495,496.0,0.38675767
496,497.0,0.40418875
497,498.0,0.28261593
498,499.0,0.022966754
499,500.0,0.8571328
500,501.0,0.06903911
501,502.0,0.047416095
502,503.0,0.080152564
503,504.0,0.12828264
504,505.0,0.051468547
505,506.0,0.108456515
506,507.0,0.018166078
507,508.0,0.26421076
508,509.0,0.25444564
509,510.0,0.18439868
510,511.0,0.26829737
511,512.0,0.14547388
512,513.0,0.1235882
513,514.0,0.4083229
514,515.0,0.29537836
515,516.0,0.30925775
516,517.0,0.20721062
517,518.0,0.13042708
518,519.0,0.13872081
519,520.0,0.12818384
520,521.0,0.2739278
521,522.0,0.37460452
522,523.0,0.23166141
523,524.0,0.052331
524,525.0,0.03053269
525,526.0,0.47945374
526,527.0,0.33507845
527,528.0,0.08155232
528,529.0,0.12654144
529,530.0,0.14481735
530,531.0,0.17312868
531,532.0,0.29737976
532,533.0,0.05550114
533,534.0,0.40773132
534,535.0,0.27423766
535,536.0,0.3873252
536,537.0,0.3811681
537,538.0,0.32807627
538,539.0,0.14354205
539,540.0,0.28274313
540,541.0,0.04459242
541,542.0,0.5910893
542,543.0,0.28847066
543,544.0,0.22049658
544,545.0,0.12948786
545,546.0,0.07255369
546,547.0,0.3832457
547,548.0,0.07412636
548,549.0,0.21699385
549,550.0,0.19592169
550,551.0,0.5121943
551,552.0,0.113355964
552,553.0,0.19729784
553,554.0,0.5178223
554,555.0,0.19921629
555,556.0,0.059365004
556,557.0,0.23962843
557,558.0,0.4211129
558,559.0,0.5615843
559,560.0,0.6961297
560,561.0,0.3364783
561,562.0,0.42464086
562,563.0,0.30159104
563,564.0,0.27718443
564,565.0,0.21888573
565,566.0,0.42021224
566,567.0,0.23680836
567,568.0,0.19159625
568,569.0,0.16995634
569,570.0,0.17848372
570,571.0,0.0021904833
571,572.0,0.050548915
572,573.0,0.13473284
573,574.0,0.15274009
574,575.0,0.20909892
575,576.0,0.4690926
576,577.0,0.0055402126
577,578.0,0.29716316
578,579.0,0.19124158
579,580.0,0.21981865
580,581.0,0.5292912
581,582.0,0.25022838
582,583.0,0.2783763
583,584.0,0.08696847
584,585.0,0.14152674
585,586.0,0.32620606
586,587.0,0.07195762
587,588.0,0.71781546
588,589.0,0.16512287
589,590.0,0.09199372
590,591.0,0.27223304
591,592.0,0.2742231
592,593.0,0.4447683
593,594.0,0.50328803
594,595.0,0.17573063
595,596.0,0.218368
596,597.0,0.14746383
597,598.0,0.27218124
598,599.0,0.14096159
599,600.0,0.354608
600,601.0,0.2583029
601,602.0,0.30906537
602,603.0,0.28126782
603,604.0,0.29419792
604,605.0,0.017604887
605,606.0,0.1639881
606,607.0,0.43759617
607,608.0,0.18502794
608,609.0,0.31627122
609,610.0,0.081385426
610,611.0,0.14033912
611,612.0,0.2927497
612,613.0,0.27895522
613,614.0,0.21675467
614,615.0,0.3876389
615,616.0,0.040865604
616,617.0,0.02502868
617,618.0,0.09142982
618,619.0,0.15005755
619,620.0,0.028014299
620,621.0,0.10978356
621,622.0,0.15640469
622,623.0,0.20507696
623,624.0,0.21493872
624,625.0,0.044781722
625,626.0,0.17198831
626,627.0,0.32817218
627,628.0,0.0800174
628,629.0,0.02627334
629,630.0,0.3402672
630,631.0,0.5144471
631,632.0,0.36453575
632,633.0,0.26537266
633,634.0,0.1382483
634,635.0,0.1580667
635,636.0,0.23190452
636,637.0,0.20655347
637,638.0,0.08571257
638,639.0,0.6493071
639,640.0,0.25865346
640,641.0,0.22170153
641,642.0,0.16212621
642,643.0,0.1525856
643,644.0,0.30085963
644,645.0,0.19008137
645,646.0,0.111239165
646,647.0,0.2940016
647,648.0,0.2006185
648,649.0,0.38765398
649,650.0,0.18087709
650,651.0,0.25909686
651,652.0,0.14126831
652,653.0,0.15468115
653,654.0,0.3816761
654,655.0,0.25295493
655,656.0,0.348472
656,657.0,0.0978078
657,658.0,0.16897248
658,659.0,0.24692886
659,660.0,0.4321208
660,661.0,0.07615309
661,662.0,0.092687234
662,663.0,0.3385404
663,664.0,0.2020244
664,665.0,0.17867148
665,666.0,0.09550673
666,667.0,0.305221
667,668.0,0.24841638
668,669.0,0.16249643
669,670.0,0.26476198
670,671.0,0.024005048
671,672.0,0.49855852
672,673.0,0.1177383
673,674.0,0.15570666
674,675.0,0.17619586
675,676.0,0.1787572
676,677.0,0.1950078
677,678.0,0.3141786
678,679.0,0.37246537
679,680.0,0.27458754
680,681.0,0.23757066
681,682.0,0.16976495
682,683.0,0.41638592
683,684.0,0.04913522
684,685.0,0.11471115
685,686.0,0.60015756
686,687.0,0.16786523
687,688.0,0.15362246
688,689.0,0.30092934
689,690.0,0.2394126
690,691.0,0.2117534
691,692.0,0.23696584
692,693.0,0.04454547
693,694.0,0.06925511
694,695.0,0.28244862
695,696.0,0.30735976
696,697.0,0.08912702
697,698.0,0.075499184
698,699.0,0.26641536
699,700.0,0.19282717
700,701.0,0.06730978
701,702.0,0.082617916
702,703.0,0.26286206
703,704.0,0.0515838
704,705.0,0.048641197
705,706.0,0.14118618
706,707.0,0.2656534
707,708.0,0.09211307
708,709.0,0.39009562
709,710.0,0.17479445
710,711.0,0.39801776
711,712.0,0.23263173
712,713.0,0.49920127
713,714.0,0.034210213
714,715.0,0.049502444
715,716.0,0.55720824
716,717.0,0.29470763
717,718.0,0.18291216
718,719.0,0.2861027
719,720.0,0.17753321
720,721.0,0.27247083
721,722.0,0.33259976
722,723.0,0.43151617
723,724.0,0.06709199
724,725.0,0.46194115
725,726.0,0.20059372
726,727.0,0.30647945
727,728.0,0.15752563
728,729.0,0.019714978
729,730.0,0.11027496
730,731.0,0.45388705
731,732.0,0.045763463
732,733.0,0.16972917
733,734.0,0.5301709
734,735.0,0.33277136
735,736.0,0.22128898
736,737.0,0.26239923
737,738.0,0.2012853
738,739.0,0.2257471
739,740.0,0.30586267
740,741.0,0.14320347
741,742.0,0.41682982
742,743.0,0.26387298
743,744.0,0.5488287
744,745.0,0.437155
745,746.0,0.48710296
746,747.0,0.35831514
747,748.0,0.18845426
748,749.0,0.34887516
749,750.0,0.20677017
750,751.0,0.33469844
751,752.0,0.29560953
752,753.0,0.30877057
753,754.0,0.313534
754,755.0,0.15360472
755,756.0,0.3165826
756,757.0,0.18629578
757,758.0,0.3366023
758,759.0,0.43594998
759,760.0,0.3485279
760,761.0,0.34561
761,762.0,0.22385758
762,763.0,0.30198243
763,764.0,0.19256221
764,765.0,0.2825959
765,766.0,0.42140105
766,767.0,0.15511195
767,768.0,0.109131165
768,769.0,0.08269012
769,770.0,0.040045477
770,771.0,0.2081798
771,772.0,0.08656152
772,773.0,0.15762842
773,774.0,0.19812113
774,775.0,0.15667742
775,776.0,0.3401212
776,777.0,0.26191622
777,778.0,0.08976906
778,779.0,0.33625522
779,780.0,0.1808965
780,781.0,0.08310893
781,782.0,0.09871885
782,783.0,0.12034974
783,784.0,0.3128776
784,785.0,0.35951993
785,786.0,0.17369793
786,787.0,0.34005654
787,788.0,0.41529974
788,789.0,0.07422741
789,790.0,0.23398204
790,791.0,0.04086768
791,792.0,0.24041769
792,793.0,0.13998745
793,794.0,0.643291
794,795.0,0.15270422
795,796.0,0.55381536
796,797.0,0.45562217
797,798.0,0.073389724
798,799.0,0.14388251
799,800.0,0.48930818
800,801.0,0.45636076
801,802.0,0.048515767
802,803.0,0.19934429
803,804.0,0.14341523
804,805.0,0.024563862
805,806.0,0.0887225
806,807.0,0.22438435
807,808.0,0.014754863
808,809.0,0.31376758
809,810.0,0.1389015
810,811.0,0.22157657
811,812.0,0.4576339
812,813.0,0.121021025
813,814.0,0.51996297
814,815.0,0.21682861
815,816.0,0.19321445
816,817.0,0.20893651
817,818.0,0.45906433
818,819.0,0.3558752
819,820.0,0.14182267
820,821.0,0.3187145
821,822.0,0.32796773
822,823.0,0.06476465
823,824.0,0.45576748
824,825.0,0.046456672
825,826.0,0.3029835
826,827.0,0.22950864
827,828.0,0.13502957
828,829.0,0.057657894
829,830.0,0.34215948
830,831.0,0.35106736
831,832.0,0.30141547
832,833.0,0.26399535
833,834.0,0.0442446
834,835.0,0.35249284
835,836.0,0.13263398
836,837.0,0.2388293
837,838.0,0.47263077
838,839.0,0.1241485
839,840.0,0.07697335
840,841.0,0.16452156
841,842.0,0.2227392
842,843.0,0.19740964
843,844.0,0.31932303
844,845.0,0.17788383
845,846.0,0.055751164
846,847.0,0.20958877
847,848.0,0.47223657
848,849.0,0.11561619
849,850.0,0.14825216
850,851.0,0.4104366
851,852.0,0.07873427
852,853.0,0.20384929
853,854.0,0.08528943
854,855.0,0.38135487
855,856.0,0.06524387
856,857.0,0.10079818
857,858.0,0.107117794
858,859.0,0.42887625
859,860.0,0.03964596
860,861.0,0.06306821
861,862.0,0.023267973
862,863.0,0.24699861
863,864.0,0.14173946
864,865.0,0.2646608
865,866.0,0.05849628
866,867.0,0.2421639
867,868.0,0.24679956
868,869.0,0.15294261
869,870.0,0.1312211
870,871.0,0.07204507
871,872.0,0.24822773
872,873.0,0.4020368
873,874.0,0.6084501
874,875.0,0.33993864
875,876.0,0.22539802
876,877.0,0.1781362
877,878.0,0.011474898
878,879.0,0.17724168
879,880.0,0.4874268
880,881.0,0.020342471
881,882.0,0.12360777
882,883.0,0.15083843
883,884.0,0.2670835
884,885.0,0.18250029
885,886.0,0.50498945
886,887.0,0.084165014
887,888.0,0.12444628
888,889.0,0.17447731
889,890.0,0.4725951
890,891.0,0.305666
891,892.0,0.37948707
892,893.0,0.19434981
893,894.0,0.43983206
894,895.0,0.48941094
895,896.0,0.638332
896,897.0,0.57831967
897,898.0,0.2776184
898,899.0,0.13844264
899,900.0,0.35478303
900,901.0,0.31217068
901,902.0,0.35021186
902,903.0,0.06939705
903,904.0,0.0124872215
904,905.0,0.05014372
905,906.0,0.06882963
906,907.0,0.22193097
907,908.0,0.36983752
908,909.0,0.14885655
909,910.0,0.28714317
910,911.0,0.3841903
911,912.0,0.45418313
912,913.0,0.3355709
913,914.0,0.11772383
914,915.0,0.16463149
915,916.0,0.33195955
916,917.0,0.33495763
917,918.0,0.4356999
918,919.0,0.07328521
919,920.0,0.51721984
920,921.0,0.20023988
921,922.0,0.49868736
922,923.0,0.33919838
923,924.0,0.45534697
924,925.0,0.30763647
925,926.0,0.07664065
926,927.0,0.3828154
927,928.0,0.04482965
928,929.0,0.40326774
929,930.0,0.2009792
930,931.0,0.25627452
931,932.0,0.31772685
932,933.0,0.040687002
933,934.0,0.0813894
934,935.0,0.3172611
935,936.0,0.2942475
936,937.0,0.068905264
937,938.0,0.16438696
938,939.0,0.027254343
939,940.0,0.690769
940,941.0,0.39774686
941,942.0,0.39075297
942,943.0,0.20295888
943,944.0,0.39545777
944,945.0,0.27381927
945,946.0,0.15793051
946,947.0,0.10987778
947,948.0,0.21284106
948,949.0,0.1980318
949,950.0,0.16614766
950,951.0,0.12211519
951,952.0,0.02115666
952,953.0,0.37275827
953,954.0,0.09299892
954,955.0,0.39561307
955,956.0,0.2478436
956,957.0,0.13378693
957,958.0,0.44833016
958,959.0,0.23711446
959,960.0,0.052355003
960,961.0,0.36013168
961,962.0,0.046986435
962,963.0,0.020869905
963,964.0,0.18948239
964,965.0,0.117996015
965,966.0,0.22147904
966,967.0,0.289702
967,968.0,0.4984095
968,969.0,0.13196187
969,970.0,0.19678587
970,971.0,0.2819466
971,972.0,0.3869756
972,973.0,0.12100604
973,974.0,0.4836804
974,975.0,0.28161496
975,976.0,0.52740824
976,977.0,0.19740391
977,978.0,0.2635578
978,979.0,0.094471864
979,980.0,0.32515016
980,981.0,0.0027647845
981,982.0,0.22313663
982,983.0,0.2707826
983,984.0,0.20321764
984,985.0,0.1744923
985,986.0,0.23560469
986,987.0,0.1593796
987,988.0,0.29128504
988,989.0,0.12798384
989,990.0,0.4752942
990,991.0,0.3436851
991,992.0,0.36199346
992,993.0,0.2149241
993,994.0,0.027396977
994,995.0,0.43950424
995,996.0,0.033704117
996,997.0,0.16124667
997,998.0,0.113149375
998,999.0,0.4519687
999,1000.0,0.3546167
1000,1001.0,0.467183
1001,1002.0,0.17210889
1002,1003.0,0.39102384
1003,1004.0,0.4883353
1004,1005.0,0.12923174
1005,1006.0,0.13407531
1006,1007.0,0.21445996
1007,1008.0,0.27770153
1008,1009.0,0.12345057
1009,1010.0,0.073894195
1010,1011.0,0.4866281
1011,1012.0,0.17031673
1012,1013.0,0.17725383
1013,1014.0,0.0829409
1014,1015.0,0.293846
1015,1016.0,0.19896847
1016,1017.0,0.223866
1017,1018.0,0.05436214
1018,1019.0,0.29317948
1019,1020.0,0.084440686
1020,1021.0,0.32576603
1021,1022.0,0.38500774
1022,1023.0,0.55738026
1023,1024.0,0.45971808
1024,1025.0,0.31628603
1025,1026.0,0.3419171
1026,1027.0,0.503978
1027,1028.0,0.3516578
1028,1029.0,0.14918971
1029,1030.0,0.43734753
1030,1031.0,0.35760564
1031,1032.0,0.12792031
1032,1033.0,0.33954492
1033,1034.0,0.11677055
1034,1035.0,0.29024988
1035,1036.0,0.30979154
1036,1037.0,0.3226736
1037,1038.0,0.24016327
1038,1039.0,0.14867614
1039,1040.0,0.23734118
1040,1041.0,0.09642166
1041,1042.0,0.15053704
1042,1043.0,0.20308894
1043,1044.0,0.20662689
1044,1045.0,0.37182793
1045,1046.0,0.27977976
1046,1047.0,0.07236901
1047,1048.0,0.091913745
1048,1049.0,0.13798083
1049,1050.0,0.13979767
1050,1051.0,0.062046833
1051,1052.0,0.26273134
1052,1053.0,0.16760524
1053,1054.0,0.0360395
1054,1055.0,0.3430589
1055,1056.0,0.12343837
1056,1057.0,0.2153189
1057,1058.0,0.039945155
1058,1059.0,0.5303942
1059,1060.0,0.2641742
1060,1061.0,0.11160185
1061,1062.0,0.054723732
1062,1063.0,0.19894111
1063,1064.0,0.42781705
1064,1065.0,0.38235143
1065,1066.0,0.30268666
1066,1067.0,0.3237036
1067,1068.0,0.24604663
1068,1069.0,0.51154333
1069,1070.0,0.04892778
1070,1071.0,0.019836117
1071,1072.0,0.11084093
1072,1073.0,0.12454221
1073,1074.0,0.3506658
1074,1075.0,0.3694954
1075,1076.0,0.13121143
1076,1077.0,0.02524057
1077,1078.0,0.15845147
1078,1079.0,0.118723296
1079,1080.0,0.29765776
1080,1081.0,0.19996627
1081,1082.0,0.29163852
1082,1083.0,0.1971665
1083,1084.0,0.21842867
1084,1085.0,0.16460437
1085,1086.0,0.03645944
1086,1087.0,0.13354756
1087,1088.0,0.29090384
1088,1089.0,0.31720373
1089,1090.0,0.26297757
1090,1091.0,0.27759352
1091,1092.0,0.5005245
1092,1093.0,0.27991343
1093,1094.0,0.44125777
1094,1095.0,0.09049253
1095,1096.0,0.16235566
1096,1097.0,0.5975764
1097,1098.0,0.07078205
1098,1099.0,0.4259098
1099,1100.0,0.13124032
1100,1101.0,0.07121955
1101,1102.0,0.309552
1102,1103.0,0.12141674
1103,1104.0,0.3318676
1104,1105.0,0.10315688
1105,1106.0,0.43778503
1106,1107.0,0.32416624
1107,1108.0,0.23811182
1108,1109.0,0.06373518
1109,1110.0,0.4580859
1110,1111.0,0.1733514
1111,1112.0,0.3520942
1112,1113.0,0.053305242
1113,1114.0,0.15568303
1114,1115.0,0.2730821
1115,1116.0,0.2583393
1116,1117.0,0.54369885
1117,1118.0,0.46599582
1118,1119.0,0.16632797
1119,1120.0,0.17837398
1120,1121.0,0.45924616
1121,1122.0,0.15509212
1122,1123.0,0.14936943
1123,1124.0,0.2525171
1124,1125.0,0.31510404
1125,1126.0,0.20605485
1126,1127.0,0.03780941
1127,1128.0,0.07437642
1128,1129.0,0.33206922
1129,1130.0,0.2861272
1130,1131.0,0.097679816
1131,1132.0,0.3502812
1132,1133.0,0.2944161
1133,1134.0,0.14879164
1134,1135.0,0.17772079
1135,1136.0,0.39990085
1136,1137.0,0.24953355
1137,1138.0,0.1505263
1138,1139.0,0.2214845
1139,1140.0,0.3480489
1140,1141.0,0.18016827
1141,1142.0,0.29342666
1142,1143.0,0.1893191
