,step,loss
1143,1144.0,0.38230577
1144,1145.0,0.30113116
1145,1146.0,0.059735976
1146,1147.0,0.025369171
1147,1148.0,0.16440585
1148,1149.0,0.047077525
1149,1150.0,0.095926374
1150,1151.0,0.19663335
1151,1152.0,0.48474297
1152,1153.0,0.09522879
1153,1154.0,0.15985847
1154,1155.0,0.093754314
1155,1156.0,0.22890861
1156,1157.0,0.21741399
1157,1158.0,0.15454347
1158,1159.0,0.34014285
1159,1160.0,0.18768784
1160,1161.0,0.17639737
1161,1162.0,0.14145978
1162,1163.0,0.1399514
1163,1164.0,0.06761312
1164,1165.0,0.09385705
1165,1166.0,0.26241595
1166,1167.0,0.14875135
1167,1168.0,0.25667727
1168,1169.0,0.21759573
1169,1170.0,0.22347394
1170,1171.0,0.40348223
1171,1172.0,0.38883004
1172,1173.0,0.4369948
1173,1174.0,0.191492
1174,1175.0,0.4516809
1175,1176.0,0.41463476
1176,1177.0,0.06000687
1177,1178.0,0.31773385
1178,1179.0,0.34779662
1179,1180.0,0.07860264
1180,1181.0,0.37729573
1181,1182.0,0.19191019
1182,1183.0,0.017821584
1183,1184.0,0.17931274
1184,1185.0,0.2862345
1185,1186.0,0.10322409
1186,1187.0,0.5175119
1187,1188.0,0.29745105
1188,1189.0,0.39746597
1189,1190.0,0.3919413
1190,1191.0,0.3617571
1191,1192.0,0.4644932
1192,1193.0,0.5026053
1193,1194.0,0.24908207
1194,1195.0,0.25859445
1195,1196.0,0.18881334
1196,1197.0,0.27792108
1197,1198.0,0.105636515
1198,1199.0,0.31274885
1199,1200.0,0.18287377
1200,1201.0,0.17923038
1201,1202.0,0.15799217
1202,1203.0,0.14927301
1203,1204.0,0.30970958
1204,1205.0,0.14054751
1205,1206.0,0.14880772
1206,1207.0,0.44216844
1207,1208.0,0.2757779
1208,1209.0,0.21424946
1209,1210.0,0.22931142
1210,1211.0,0.22708283
1211,1212.0,0.40004143
1212,1213.0,0.23897928
1213,1214.0,0.36146155
1214,1215.0,0.41807213
1215,1216.0,0.27866918
1216,1217.0,0.12690058
1217,1218.0,0.122143194
1218,1219.0,0.18244407
1219,1220.0,0.10086706
1220,1221.0,0.23880458
1221,1222.0,0.27869418
1222,1223.0,0.24325286
1223,1224.0,0.22712141
1224,1225.0,0.5251998
1225,1226.0,0.13997005
1226,1227.0,0.2389313
1227,1228.0,0.35083875
1228,1229.0,0.048140533
1229,1230.0,0.08900776
1230,1231.0,0.20480657
1231,1232.0,0.20543152
1232,1233.0,0.37096682
1233,1234.0,0.015125258
1234,1235.0,0.39023548
1235,1236.0,0.1662109
1236,1237.0,0.271416
1237,1238.0,0.16912892
1238,1239.0,0.5144384
