,step,proposed,current,best
0,0,0.7903870387663902,0.7903870387663902,0.7903870387663902
1,1,0.6754084960133193,0.6754084960133193,0.6754084960133193
2,2,0.7012971894914297,0.6754084960133193,0.6754084960133193
3,3,0.7203696518101695,0.6754084960133193,0.6754084960133193
4,4,0.6012616450477545,0.6012616450477545,0.6012616450477545
5,5,0.5770691827290144,0.5770691827290144,0.5770691827290144
6,6,0.5478177923915861,0.5478177923915861,0.5478177923915861
7,7,0.5289706399759431,0.5289706399759431,0.5289706399759431
8,8,0.5344380938416645,0.5289706399759431,0.5289706399759431
9,9,0.5851874740354699,0.5289706399759431,0.5289706399759431
10,10,0.5961103385258649,0.5289706399759431,0.5289706399759431
11,11,0.6690726501195658,0.5289706399759431,0.5289706399759431
12,12,0.5537977085760476,0.5289706399759431,0.5289706399759431
13,13,0.6551843419070724,0.5289706399759431,0.5289706399759431
14,14,0.7265138059164165,0.5289706399759431,0.5289706399759431
15,15,0.6386259329730024,0.5289706399759431,0.5289706399759431
16,16,0.5002661006040797,0.5002661006040797,0.5002661006040797
17,17,0.5867240904604568,0.5002661006040797,0.5002661006040797
18,18,0.6566429346636063,0.5002661006040797,0.5002661006040797
19,19,0.5007762513291187,0.5002661006040797,0.5002661006040797
20,20,0.5053517119572551,0.5002661006040797,0.5002661006040797
21,21,0.5194943250010345,0.5002661006040797,0.5002661006040797
22,22,0.5473053300728459,0.5002661006040797,0.5002661006040797
23,23,0.6162069549508519,0.5002661006040797,0.5002661006040797
24,24,0.5151770218603524,0.5002661006040797,0.5002661006040797
25,25,0.5298038728259171,0.5002661006040797,0.5002661006040797
26,26,0.56224370519484,0.5002661006040797,0.5002661006040797
27,27,0.5618695679946311,0.5002661006040797,0.5002661006040797
28,28,0.6147352631633453,0.5002661006040797,0.5002661006040797
29,29,0.5643561675135802,0.5002661006040797,0.5002661006040797
30,30,0.5643646433571508,0.5002661006040797,0.5002661006040797
31,31,0.507784944807229,0.5002661006040797,0.5002661006040797
32,32,0.6980971894914293,0.5002661006040797,0.5002661006040797
33,33,0.5491634875603002,0.5002661006040797,0.5002661006040797
34,34,0.5841412597821376,0.5002661006040797,0.5002661006040797
35,35,0.5782460167885412,0.5002661006040797,0.5002661006040797
36,36,0.647599802535209,0.5002661006040797,0.5002661006040797
37,37,0.6833130353851828,0.5002661006040797,0.5002661006040797
38,38,0.5676608745165209,0.5002661006040797,0.5002661006040797
39,39,0.5516608745165209,0.5002661006040797,0.5002661006040797
40,40,0.6605768542292754,0.5002661006040797,0.5002661006040797
41,41,0.5474931692041841,0.5002661006040797,0.5002661006040797
42,42,0.5045857153384629,0.5002661006040797,0.5002661006040797
43,43,0.5884516281417167,0.5002661006040797,0.5002661006040797
44,44,0.5641965527791971,0.5002661006040797,0.5002661006040797
45,45,0.5325242580915339,0.5002661006040797,0.5002661006040797
46,46,0.5090336382853394,0.5002661006040797,0.5002661006040797
47,47,0.6272794172695921,0.5002661006040797,0.5002661006040797
48,48,0.5634695679946312,0.5002661006040797,0.5002661006040797
49,49,0.5577339397354177,0.5002661006040797,0.5002661006040797
50,50,0.5368377085760475,0.5002661006040797,0.5002661006040797
51,51,0.5522290150979372,0.5002661006040797,0.5002661006040797
52,52,0.6826409583320594,0.5002661006040797,0.5002661006040797
53,53,0.6084620303133714,0.5002661006040797,0.5002661006040797
54,54,0.7132975747570462,0.5002661006040797,0.5002661006040797
55,55,0.5869907237914817,0.5002661006040797,0.5002661006040797
56,56,0.6142120134073334,0.5002661006040797,0.5002661006040797
